epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.5355450510978699,0.0010000000474974513,0.751733660697937,0.5331501960754395,0.5701695680618286,0.5612653493881226,0.6868340373039246,0.5395783185958862,0.8336448669433594
1,0.5543020963668823,0.0010000000474974513,0.7010247707366943,0.5498281717300415,0.5982106924057007,0.5728777647018433,0.690839946269989,0.5521331429481506,0.770627498626709
2,0.5616447329521179,0.0010000000474974513,0.6902095079421997,0.5562469363212585,0.6087595224380493,0.5927656292915344,0.6666432619094849,0.578471302986145,0.6830440759658813
3,0.5677191019058228,0.0010000000474974513,0.6836922764778137,0.5640247464179993,0.5958071947097778,0.6034436821937561,0.6602343320846558,0.5856953263282776,0.7062750458717346
4,0.578199028968811,0.0010000000474974513,0.6740585565567017,0.5748081803321838,0.6002136468887329,0.6093165874481201,0.6557399034500122,0.5824264287948608,0.771695613861084
5,0.5792670845985413,0.0010000000474974513,0.6735121011734009,0.5772739052772522,0.5915342569351196,0.614655613899231,0.6574099063873291,0.6174699068069458,0.6021361947059631
6,0.5909485220909119,0.0010000000474974513,0.6684730052947998,0.5883421897888184,0.6051542162895203,0.6127869486808777,0.6530141830444336,0.6660110354423523,0.4520694315433502
7,0.5885455012321472,0.0010000000474974513,0.6676392555236816,0.5922573208808899,0.5678995847702026,0.6149225831031799,0.6497433185577393,0.5911017060279846,0.7449933290481567
8,0.5890794992446899,0.0010000000474974513,0.6667964458465576,0.5917412042617798,0.5740419030189514,0.628537118434906,0.6492010951042175,0.6483651995658875,0.561281681060791
9,0.5903477668762207,0.0010000000474974513,0.6665266156196594,0.5958593487739563,0.5610895752906799,0.5863587856292725,0.6666092276573181,0.7111111283302307,0.29052069783210754
10,0.5973566770553589,0.0010000000474974513,0.6634194254875183,0.6033480167388916,0.5678995847702026,0.6147891283035278,0.6532310247421265,0.6699643731117249,0.4520694315433502
11,0.5992924571037292,0.0010000000474974513,0.6609505414962769,0.605810284614563,0.5680330991744995,0.6095835566520691,0.6635746359825134,0.5772128105163574,0.8184245824813843
12,0.5954208374023438,0.0010000000474974513,0.6644316911697388,0.6031792163848877,0.557350754737854,0.6268019080162048,0.6452047824859619,0.6293268203735352,0.616555392742157
13,0.5962886214256287,0.0010000000474974513,0.6635028719902039,0.6031791567802429,0.562424898147583,0.6258676052093506,0.6427615880966187,0.6309788823127747,0.6058744788169861
14,0.6009612083435059,0.0010000000474974513,0.660915195941925,0.6058567762374878,0.5773801803588867,0.6286705732345581,0.6471865773200989,0.6477447152137756,0.5636849403381348
15,0.6017622351646423,0.0010000000474974513,0.6603079438209534,0.6116732954978943,0.5569502115249634,0.6130539178848267,0.6519955992698669,0.6321874856948853,0.5401869416236877
16,0.6020959615707397,0.0010000000474974513,0.6582280397415161,0.6135215163230896,0.5513419508934021,0.5874266028404236,0.6693007946014404,0.6932623982429504,0.3132176101207733
17,0.5996261835098267,0.0010000000474974513,0.6594126224517822,0.6110862493515015,0.5476031303405762,0.634943962097168,0.6442694067955017,0.6252480149269104,0.6731642484664917
18,0.6030305027961731,0.0010000000474974513,0.6584681868553162,0.6160445809364319,0.5465348958969116,0.609183132648468,0.6476491689682007,0.6879889369010925,0.3991989195346832
19,0.6054335236549377,0.0005000000237487257,0.6544907689094543,0.6187894940376282,0.5488049387931824,0.6425520777702332,0.6328726410865784,0.6442281603813171,0.636315107345581
20,0.6022294759750366,0.0005000000237487257,0.6558631062507629,0.6158038377761841,0.5431966781616211,0.6250667572021484,0.6402710676193237,0.6588594913482666,0.5182910561561584
21,0.6050330400466919,0.0005000000237487257,0.6559673547744751,0.6195619106292725,0.5438643097877502,0.640549898147583,0.6366346478462219,0.6308457851409912,0.6771695613861084
22,0.6071023344993591,0.0005000000237487257,0.6535356044769287,0.6213474869728088,0.5480037331581116,0.6384143233299255,0.6344155669212341,0.6684005260467529,0.5489986538887024
23,0.6097056269645691,0.0005000000237487257,0.651920735836029,0.6270111203193665,0.5411937236785889,0.6356112957000732,0.6408824324607849,0.6933333277702332,0.4859813153743744
24,0.6111074090003967,0.0005000000237487257,0.6522079706192017,0.6268884539604187,0.5485378503799438,0.627602756023407,0.6402804255485535,0.6197041869163513,0.6600801348686218
25,0.6046993136405945,0.0002500000118743628,0.6534103751182556,0.6174486875534058,0.5500066876411438,0.6436198353767395,0.6344603300094604,0.6266195774078369,0.7102803587913513
26,0.6143114566802979,0.0002500000118743628,0.6485069394111633,0.6319605112075806,0.5470690131187439,0.6309396624565125,0.6500872373580933,0.6053763628005981,0.7516688704490662
27,0.6030972599983215,0.0002500000118743628,0.6522475481033325,0.6202275156974792,0.531446099281311,0.6466898322105408,0.6288288235664368,0.6538677215576172,0.6229639649391174
28,0.6164475083351135,0.0002500000118743628,0.6492434740066528,0.6357265114784241,0.5450661182403564,0.634009599685669,0.6435328125953674,0.6059581637382507,0.765821099281311
29,0.6152459979057312,0.0002500000118743628,0.64771568775177,0.6344504952430725,0.5434637665748596,0.6440202593803406,0.6345582604408264,0.6304453015327454,0.6955941319465637
30,0.6201187968254089,0.0002500000118743628,0.6465635895729065,0.6351473331451416,0.5641607642173767,0.6409503221511841,0.6336503624916077,0.6876556277275085,0.5161548852920532
31,0.6163807511329651,0.0002500000118743628,0.648430585861206,0.6325722932815552,0.5549472570419312,0.6516283750534058,0.6310743093490601,0.6456248164176941,0.671829104423523
32,0.6173152923583984,0.0002500000118743628,0.6458631157875061,0.6366749405860901,0.546134352684021,0.6412172913551331,0.6431533098220825,0.6168472170829773,0.7449933290481567
33,0.6183832883834839,0.0001250000059371814,0.6460638642311096,0.6367706060409546,0.5508078336715698,0.6517618894577026,0.6232429146766663,0.6895861029624939,0.5516688823699951
34,0.6186503171920776,0.0001250000059371814,0.6461989879608154,0.6382746696472168,0.5473361015319824,0.6522957682609558,0.6280742883682251,0.6491366028785706,0.6624833345413208
35,0.6199853420257568,0.0001250000059371814,0.6434945464134216,0.6389232873916626,0.5514755249023438,0.6526961922645569,0.6233682036399841,0.6785379648208618,0.5799732804298401
36,0.6177157759666443,0.0001250000059371814,0.6449570059776306,0.6379148364067078,0.5441313982009888,0.6489588618278503,0.625152051448822,0.6380292177200317,0.688117504119873
37,0.6261931657791138,0.0001250000059371814,0.6420037150382996,0.6479711532592773,0.5522766709327698,0.6517618894577026,0.632165253162384,0.6372643709182739,0.7041388750076294
38,0.6211868524551392,0.0001250000059371814,0.6446740627288818,0.6404459476470947,0.5522766709327698,0.6505606174468994,0.6222795844078064,0.6774803400039673,0.5743657946586609
39,0.6187170147895813,0.0001250000059371814,0.6448591947555542,0.6402083039283752,0.5417278409004211,0.6392151713371277,0.6327036619186401,0.611087441444397,0.7652870416641235
40,0.6283292174339294,0.0001250000059371814,0.6421626210212708,0.6505721807479858,0.5541460514068604,0.6533635854721069,0.6240664720535278,0.6590909361839294,0.6349799633026123
41,0.6177157759666443,0.0001250000059371814,0.6449774503707886,0.6380012631416321,0.5438643097877502,0.6524292826652527,0.6244038343429565,0.6524993181228638,0.6518024206161499
42,0.6227220892906189,0.0001250000059371814,0.6421985626220703,0.6430462598800659,0.5513419508934021,0.6504271030426025,0.6324734091758728,0.643916130065918,0.6726301908493042
43,0.6193845272064209,0.0001250000059371814,0.6434152126312256,0.6398935317993164,0.5457337498664856,0.6533635854721069,0.6356406211853027,0.6592674851417542,0.6344459056854248
44,0.6218543648719788,6.25000029685907e-05,0.6429623365402222,0.6409582495689392,0.5537455081939697,0.6526961922645569,0.6317132115364075,0.6467265486717224,0.6726301908493042
45,0.6213870644569397,6.25000029685907e-05,0.6459307670593262,0.6402222514152527,0.5538790225982666,0.653497040271759,0.6251783967018127,0.655144453048706,0.6477970480918884
46,0.6177157759666443,6.25000029685907e-05,0.6432991623878479,0.6384349465370178,0.5425290465354919,0.6525627374649048,0.6287826895713806,0.653083086013794,0.6504672765731812
47,0.6240571141242981,6.25000029685907e-05,0.641936182975769,0.6438865661621094,0.5548137426376343,0.6558996438980103,0.6297090649604797,0.6531898379325867,0.6643524765968323
48,0.6255924105644226,6.25000029685907e-05,0.6423563957214355,0.6466458439826965,0.5534784197807312,0.6557661294937134,0.6208798289299011,0.6560492515563965,0.6544726490974426
49,0.6214538216590881,6.25000029685907e-05,0.6400260925292969,0.6414125561714172,0.5505408048629761,0.6581687331199646,0.6206285357475281,0.6474838256835938,0.693992018699646
50,0.6248581409454346,6.25000029685907e-05,0.6394732594490051,0.6458560824394226,0.5525437593460083,0.6596369743347168,0.6241622567176819,0.6728377342224121,0.6210947632789612
51,0.6253921389579773,6.25000029685907e-05,0.6393321752548218,0.6465261578559875,0.5529443025588989,0.6597704291343689,0.6169114708900452,0.6630316376686096,0.6493992209434509
52,0.6262599229812622,6.25000029685907e-05,0.6420158743858337,0.6456984281539917,0.5592201948165894,0.6542978882789612,0.6204128265380859,0.6402039527893066,0.7041388750076294
53,0.629997968673706,6.25000029685907e-05,0.6392396092414856,0.6501542925834656,0.5625584125518799,0.6589695811271667,0.6141825914382935,0.6638215780258179,0.6437917351722717
54,0.623923659324646,6.25000029685907e-05,0.6424682140350342,0.6420584917068481,0.5597543120384216,0.6542978882789612,0.6178270578384399,0.6410256624221802,0.7009345889091492
55,0.6261931657791138,6.25000029685907e-05,0.6428780555725098,0.6461395621299744,0.5576178431510925,0.6568339467048645,0.6138998866081238,0.6661007404327393,0.6285714507102966
56,0.6225886344909668,6.25000029685907e-05,0.6387367844581604,0.6436961889266968,0.5488049387931824,0.6553657054901123,0.6166342496871948,0.6536327600479126,0.6606141328811646
