epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.5773980617523193,0.0010000000474974513,0.7495812177658081,0.5803720355033875,0.5582854747772217,0.5106780529022217,0.7823939323425293,0.5053924918174744,0.9885179996490479
1,0.6160469651222229,0.0010000000474974513,0.6593990921974182,0.6292603015899658,0.5645613670349121,0.6043779850006104,0.6668228507041931,0.5848360061645508,0.718825101852417
2,0.6597690582275391,0.0010000000474974513,0.6124489307403564,0.6767661571502686,0.6114301085472107,0.6680459380149841,0.5957212448120117,0.7856494188308716,0.46194925904273987
3,0.6897403597831726,0.0010000000474974513,0.5854435563087463,0.7089278101921082,0.6436106562614441,0.6954084634780884,0.567415177822113,0.8573521971702576,0.4686248302459717
4,0.713437020778656,0.0010000000474974513,0.5592541098594666,0.7329446077346802,0.6713846921920776,0.6645755767822266,0.6074056625366211,0.857723593711853,0.3943925201892853
5,0.730391800403595,0.0010000000474974513,0.5403071045875549,0.7453769445419312,0.6996929049491882,0.6840630173683167,0.5742570757865906,0.8660998940467834,0.435247004032135
6,0.7523529529571533,0.0010000000474974513,0.5086904168128967,0.766690194606781,0.7253304719924927,0.7383875846862793,0.5912283658981323,0.764915406703949,0.688117504119873
7,0.7767839431762695,0.0010000000474974513,0.47456246614456177,0.7885284423828125,0.7563092708587646,0.6902028918266296,0.7123200297355652,0.8364839553833008,0.47263017296791077
8,0.7904011607170105,0.0010000000474974513,0.45008528232574463,0.8010522127151489,0.7725998163223267,0.7154297828674316,0.5882014632225037,0.8637799024581909,0.5113484859466553
9,0.8226420283317566,0.0005000000237487257,0.39337337017059326,0.8280825614929199,0.8142609000205994,0.8024559617042542,0.4524543881416321,0.7898643612861633,0.8240320682525635
10,0.8316534161567688,0.0005000000237487257,0.37865889072418213,0.8367457389831543,0.8240085244178772,0.7742925882339478,0.5630061030387878,0.9036949872970581,0.6138851642608643
11,0.8450704216957092,0.0005000000237487257,0.3573063910007477,0.8465664982795715,0.8428361415863037,0.8535771369934082,0.346181184053421,0.8582251071929932,0.846996009349823
12,0.8478072285652161,0.0005000000237487257,0.3464481234550476,0.8546915650367737,0.8380290865898132,0.8040576577186584,0.4841182827949524,0.9294605851173401,0.6579439043998718
13,0.8527467846870422,0.0005000000237487257,0.3343219757080078,0.8568148016929626,0.846975564956665,0.840096116065979,0.37260183691978455,0.7887100577354431,0.9289719462394714
14,0.8552166223526001,0.0005000000237487257,0.33031365275382996,0.8548558950424194,0.8556549549102783,0.8446342945098877,0.38112032413482666,0.9405940771102905,0.7356475591659546
15,0.8622254729270935,0.0005000000237487257,0.3162969648838043,0.8665045499801636,0.8563225865364075,0.8812066316604614,0.29796668887138367,0.8838397264480591,0.8777036070823669
16,0.8624257445335388,0.0005000000237487257,0.3157886266708374,0.8656696081161499,0.8579249382019043,0.8661238551139832,0.31927546858787537,0.9099880456924438,0.8125500679016113
17,0.8682330846786499,0.0005000000237487257,0.3050791621208191,0.8689950704574585,0.8671384453773499,0.8912172913551331,0.2729639410972595,0.9073970913887024,0.8712950348854065
18,0.8692343831062317,0.0005000000237487257,0.30047497153282166,0.8744583129882812,0.8621978759765625,0.8850774168968201,0.27130305767059326,0.9304477572441101,0.8323097229003906
19,0.8709698915481567,0.0005000000237487257,0.29612770676612854,0.873587965965271,0.8674055337905884,0.872397243976593,0.3117747902870178,0.9439668655395508,0.791722297668457
20,0.8783125281333923,0.0005000000237487257,0.28897225856781006,0.8795552253723145,0.8766190409660339,0.8661238551139832,0.3333643674850464,0.930320143699646,0.7914552688598633
21,0.8751752376556396,0.0005000000237487257,0.2932913601398468,0.877367377281189,0.8722125887870789,0.8495728969573975,0.37993109226226807,0.9416329264640808,0.7452603578567505
