epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.5732594728469849,0.0010000000474974513,0.7699147462844849,0.5744969844818115,0.5642942786216736,0.48905497789382935,0.7014920115470886,0.372307687997818,0.032309744507074356
1,0.5935518145561218,0.0010000000474974513,0.7100570201873779,0.6000857949256897,0.5604219436645508,0.5105445981025696,0.7142008543014526,0.9431818127632141,0.02216288447380066
2,0.6184500455856323,0.0010000000474974513,0.6639214158058167,0.6235884428024292,0.5972760319709778,0.5045381784439087,0.8843048214912415,0.9459459185600281,0.009345794096589088
3,0.648287832736969,0.0010000000474974513,0.6227905750274658,0.6621858477592468,0.6051542162895203,0.5026695132255554,0.9209806323051453,0.8799999952316284,0.005874499212950468
4,0.6750550866127014,0.0003000000142492354,0.5949850082397461,0.691174328327179,0.6326612234115601,0.5599305629730225,0.7368199825286865,0.8916084170341492,0.13618157804012299
5,0.6847339868545532,0.0003000000142492354,0.5845057368278503,0.7005510330200195,0.6450794339179993,0.6765883564949036,0.6133388876914978,0.7891513705253601,0.48170894384384155
6,0.7054268717765808,0.0003000000142492354,0.5674014091491699,0.7241328954696655,0.6635064482688904,0.6218633055686951,0.7496660947799683,0.9206641912460327,0.266488641500473
7,0.7053601145744324,0.0003000000142492354,0.5632134675979614,0.7267364859580994,0.6580317616462708,0.6521623134613037,0.7317720651626587,0.8779031038284302,0.3532710373401642
8,0.7131699919700623,0.0003000000142492354,0.5550862550735474,0.7329927086830139,0.67044997215271,0.7219700813293457,0.5667744278907776,0.804618775844574,0.5861148238182068
9,0.720112144947052,0.0003000000142492354,0.5436743497848511,0.7385639548301697,0.6812658309936523,0.6685798168182373,0.6666128635406494,0.8436819314956665,0.41361814737319946
10,0.7237834334373474,0.0003000000142492354,0.5415446758270264,0.7385732531547546,0.692615807056427,0.6644420623779297,0.6716180443763733,0.6146395802497864,0.8811749219894409
11,0.728389322757721,0.0003000000142492354,0.5348740816116333,0.7473958134651184,0.6898117065429688,0.7354511618614197,0.5520143508911133,0.7745250463485718,0.6640854477882385
12,0.7338628768920898,0.0003000000142492354,0.5256618857383728,0.7519424557685852,0.6978234648704529,0.595969021320343,1.0310131311416626,0.9521410465240479,0.2018691599369049
13,0.7387357354164124,0.0003000000142492354,0.5227097868919373,0.7575277090072632,0.7020964026451111,0.7250400185585022,0.601980984210968,0.8601966500282288,0.5372496843338013
14,0.7443428635597229,0.0003000000142492354,0.5114150047302246,0.7634268999099731,0.7079716920852661,0.5911639332771301,1.3193893432617188,0.9571045637130737,0.1906542032957077
15,0.7605633735656738,9.000000136438757e-05,0.49365538358688354,0.7760328054428101,0.7324075102806091,0.6809930801391602,0.8829003572463989,0.8932095170021057,0.41094791889190674
16,0.7604966163635254,9.000000136438757e-05,0.4909299314022064,0.7742933630943298,0.7352116703987122,0.6050453782081604,1.3533351421356201,0.951724112033844,0.2210947871208191
17,0.7661037445068359,9.000000136438757e-05,0.4863121807575226,0.7797276377677917,0.7416210174560547,0.6186599135398865,1.418120265007019,0.9457831382751465,0.2515353858470917
18,0.7707763314247131,2.700000004551839e-05,0.48229146003723145,0.7862487435340881,0.7436239719390869,0.6253336668014526,1.4251242876052856,0.9441288113594055,0.26622164249420166
19,0.7696415185928345,2.700000004551839e-05,0.4800063669681549,0.7808848023414612,0.7494992613792419,0.6161238551139832,1.5908924341201782,0.9465570449829102,0.24592790007591248
20,0.7727788686752319,2.700000004551839e-05,0.471940279006958,0.7890194058418274,0.7445586919784546,0.5947677493095398,1.789729356765747,0.9562419652938843,0.19839785993099213
21,0.7721781134605408,8.099999831756577e-06,0.47726017236709595,0.7865579128265381,0.7469621896743774,0.6041110754013062,1.7376266717910767,0.9513325691223145,0.21922563016414642
